"Päällyste","Vuosi","Tiedot","Alue","Yhteensä","Valtatie","Kantatie","Seututie","Yhdystie","Lauttaväli"
"Tuntematon","2025","Tiepituus","  Heinola",0,.,.,.,0,.
"Tuntematon","2025","Tiepituus","  Hollola",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Iitti",0,.,.,.,0,.
"Tuntematon","2025","Tiepituus","  Kärkölä",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Lahti",1,.,.,1,.,.
"Tuntematon","2025","Tiepituus","  Orimattila",1,.,.,.,1,.
"Tuntematon","2025","Tiepituus","  Padasjoki",0,.,.,.,0,.
"Tuntematon","2025","Tiepituus","  Sysmä",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","MK08 Kymenlaakso",0,.,.,.,0,.
"Tuntematon","2025","Tiepituus","  Hamina",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Kotka",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Miehikkälä",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Pyhtää",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Virolahti",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Kouvola",0,.,.,.,0,.
"Tuntematon","2025","Tiepituus","MK09 Etelä-Karjala",1,.,.,.,1,.
"Tuntematon","2025","Tiepituus","  Imatra",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Parikkala",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Rautjärvi",0,.,.,.,0,.
"Tuntematon","2025","Tiepituus","  Ruokolahti",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Lappeenranta",1,.,.,.,1,.
"Tuntematon","2025","Tiepituus","  Lemi",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Luumäki",0,.,.,.,0,.
"Tuntematon","2025","Tiepituus","  Savitaipale",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Taipalsaari",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","MK04 Satakunta",0,.,.,.,0,.
"Tuntematon","2025","Tiepituus","  Jämijärvi",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Kankaanpää",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Karvia",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Siikainen",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Harjavalta",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Huittinen",0,.,.,.,0,.
"Tuntematon","2025","Tiepituus","  Kokemäki",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Merikarvia",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Nakkila",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Pomarkku",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Pori",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Ulvila",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Eura",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Eurajoki",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Rauma",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Säkylä",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","MK06 Pirkanmaa",4,0,.,.,4,.
"Tuntematon","2025","Tiepituus","  Akaa",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Urjala",0,.,.,.,0,.
"Tuntematon","2025","Tiepituus","  Valkeakoski",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Punkalaidun",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Sastamala",0,.,.,.,0,.
"Tuntematon","2025","Tiepituus","  Ikaalinen",0,.,.,.,0,.
"Tuntematon","2025","Tiepituus","  Kihniö",0,.,.,.,0,.
"Tuntematon","2025","Tiepituus","  Parkano",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Hämeenkyrö",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Kangasala",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Kuhmoinen",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Lempäälä",1,.,.,.,1,.
"Tuntematon","2025","Tiepituus","  Nokia",0,.,.,.,0,.
"Tuntematon","2025","Tiepituus","  Orivesi",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Pirkkala",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Pälkäne",2,.,.,.,2,.
"Tuntematon","2025","Tiepituus","  Tampere",0,0,.,.,.,.
"Tuntematon","2025","Tiepituus","  Vesilahti",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Ylöjärvi",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Juupajoki",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Mänttä-Vilppula",1,.,.,.,1,.
"Tuntematon","2025","Tiepituus","  Ruovesi",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Virrat",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","MK13 Keski-Suomi",1,.,.,.,1,.
"Tuntematon","2025","Tiepituus","  Joutsa",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Luhanka",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Hankasalmi",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Jyväskylä",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Laukaa",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Muurame",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Petäjävesi",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Toivakka",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Uurainen",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Jämsä",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Keuruu",0,.,.,.,0,.
"Tuntematon","2025","Tiepituus","  Multia",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Kannonkoski",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Karstula",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Kinnula",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Kivijärvi",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Kyyjärvi",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Pihtipudas",0,.,.,.,0,.
"Tuntematon","2025","Tiepituus","  Saarijärvi",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Viitasaari",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Konnevesi",0,.,.,.,0,.
"Tuntematon","2025","Tiepituus","  Äänekoski",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","MK14 Etelä-Pohjanmaa",0,0,.,.,.,.
"Tuntematon","2025","Tiepituus","  Alajärvi",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Evijärvi",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Lappajärvi",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Soini",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Vimpeli",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Alavus",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Kuortane",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Ähtäri",0,0,.,.,.,.
"Tuntematon","2025","Tiepituus","  Ilmajoki",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Isokyrö",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Kauhava",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Kurikka",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Lapua",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Seinäjoki",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Isojoki",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Karijoki",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Kauhajoki",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Teuva",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","MK15 Pohjanmaa",1,.,.,1,0,.
"Tuntematon","2025","Tiepituus","  Kruunupyy",0,.,.,.,0,.
"Tuntematon","2025","Tiepituus","  Luoto",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Pedersören kunta",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Pietarsaari",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Uusikaarlepyy",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Kaskinen",1,.,.,1,.,.
"Tuntematon","2025","Tiepituus","  Kristiinankaupunki",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Närpiö",1,.,.,1,.,.
"Tuntematon","2025","Tiepituus","  Korsnäs",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Laihia",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Maalahti",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Mustasaari",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Vaasa",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Vöyri",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","MK10 Etelä-Savo",1,.,.,.,1,.
"Tuntematon","2025","Tiepituus","  Hirvensalmi",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Kangasniemi",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Mikkeli",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Mäntyharju",0,.,.,.,0,.
"Tuntematon","2025","Tiepituus","  Puumala",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Juva",1,.,.,.,1,.
"Tuntematon","2025","Tiepituus","  Pieksämäki",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Enonkoski",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Rantasalmi",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Savonlinna",0,.,.,.,0,.
"Tuntematon","2025","Tiepituus","  Sulkava",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","MK11 Pohjois-Savo",0,0,.,.,0,.
"Tuntematon","2025","Tiepituus","  Kaavi",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Rautavaara",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Tuusniemi",0,.,.,.,0,.
"Tuntematon","2025","Tiepituus","  Kuopio",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Siilinjärvi",0,.,.,.,0,.
"Tuntematon","2025","Tiepituus","  Rautalampi",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Suonenjoki",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Tervo",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Vesanto",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Joroinen",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Leppävirta",0,.,.,.,0,.
"Tuntematon","2025","Tiepituus","  Varkaus",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Iisalmi",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Keitele",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Kiuruvesi",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Lapinlahti",0,0,.,.,.,.
"Tuntematon","2025","Tiepituus","  Pielavesi",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Sonkajärvi",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Vieremä",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","MK12 Pohjois-Karjala",7,.,.,.,7,.
"Tuntematon","2025","Tiepituus","  Heinävesi",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Ilomantsi",0,.,.,.,0,.
"Tuntematon","2025","Tiepituus","  Joensuu",0,.,.,.,0,.
"Tuntematon","2025","Tiepituus","  Juuka",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Kontiolahti",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Liperi",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Outokumpu",6,.,.,.,6,.
"Tuntematon","2025","Tiepituus","  Polvijärvi",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Kitee",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Rääkkylä",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Tohmajärvi",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Lieksa",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Nurmes",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","MK16 Keski-Pohjanmaa",0,.,.,.,0,.
"Tuntematon","2025","Tiepituus","  Halsua",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Kaustinen",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Lestijärvi",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Perho",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Toholampi",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Veteli",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Kannus",0,.,.,.,0,.
"Tuntematon","2025","Tiepituus","  Kokkola",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","MK17 Pohjois-Pohjanmaa",2,.,.,.,2,.
"Tuntematon","2025","Tiepituus","  Haapavesi",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Pyhäntä",0,.,.,.,0,.
"Tuntematon","2025","Tiepituus","  Siikalatva",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Kuusamo",1,.,.,.,1,.
"Tuntematon","2025","Tiepituus","  Taivalkoski",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Haapajärvi",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Kärsämäki",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Nivala",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Pyhäjärvi",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Reisjärvi",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Hailuoto",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Kempele",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Liminka",0,.,.,.,0,.
"Tuntematon","2025","Tiepituus","  Lumijoki",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Muhos",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Oulu",0,.,.,.,0,.
"Tuntematon","2025","Tiepituus","  Tyrnävä",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Ii",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Pudasjärvi",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Utajärvi",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Vaala",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Pyhäjoki",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Raahe",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Siikajoki",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Alavieska",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Kalajoki",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Merijärvi",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Oulainen",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Sievi",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Ylivieska",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","MK18 Kainuu",16,12,.,.,4,.
"Tuntematon","2025","Tiepituus","  Kajaani",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Paltamo",0,.,.,.,0,.
"Tuntematon","2025","Tiepituus","  Ristijärvi",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Sotkamo",0,.,.,.,0,.
"Tuntematon","2025","Tiepituus","  Hyrynsalmi",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Kuhmo",3,.,.,.,3,.
"Tuntematon","2025","Tiepituus","  Puolanka",0,.,.,.,0,.
"Tuntematon","2025","Tiepituus","  Suomussalmi",12,12,.,.,.,.
"Tuntematon","2025","Tiepituus","MK19 Lappi",3,.,.,.,3,.
"Tuntematon","2025","Tiepituus","  Kemijärvi",0,.,.,.,0,.
"Tuntematon","2025","Tiepituus","  Pelkosenniemi",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Posio",1,.,.,.,1,.
"Tuntematon","2025","Tiepituus","  Salla",1,.,.,.,1,.
"Tuntematon","2025","Tiepituus","  Savukoski",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Kemi",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Keminmaa",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Simo",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Tervola",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Tornio",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Inari",0,.,.,.,0,.
"Tuntematon","2025","Tiepituus","  Sodankylä",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Utsjoki",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Ranua",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Rovaniemi",1,.,.,.,1,.
"Tuntematon","2025","Tiepituus","  Pello",0,.,.,.,0,.
"Tuntematon","2025","Tiepituus","  Ylitornio",0,.,.,.,0,.
"Tuntematon","2025","Tiepituus","  Enontekiö",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Kittilä",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Kolari",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","  Muonio",.,.,.,.,.,.
"Tuntematon","2025","Tiepituus","Tuntematon",35,11,0,4,20,.
